urn,estab,laestab,school_name,broad_phase_of_school,detailed_phase_school,type,phase_type_grouping,trust,typeofestablishment_name,special_school,alternative_provision,all_through_school,parl_con_code,parl_con_name,ward_code,ward_name,school_postcode,academy_flag,school_size,total_early_years_girls,total_early_years_boys,total_early_years_E1_and_E2,total_nursery_girls,total_nursery_boys,total_nursery_N1_and_N2,total_reception_girls,total_reception_boys,total_reception,KS1_girls,KS1_boys,KS1_total,KS2_girls,KS2_boys,KS2_total,KS3_girls,KS3_boys,KS3_total,KS4_girls,KS4_boys,KS4_total,KS5_girls,KS5_boys,KS5_total,total_girls,total_boys,total_fulltime,total_parttime,total_pupils,fte_pupils,number_pupils_eligible_FSMs,%_pupils_eligible_FSMs,number of pupils known to be eligible for free school meals (Performance Tables),%_ pupils_known_eligible_for_FSMs_performance_table,artsmark_progress,most_recent_award,artsaward,artsaward_combined_arts,artsaward_craft,artsaward_dance,artsaward_design,artsaward_film_video,artsaward_literature,artsaward_music,artsaward_photography,arts_award_technical_production,artsaward_theatre_drama,artsaward_visualarts,artsaward_other,KS4_technical_award_entries_art_design,KS4_GCSE_entries_art_design,KS4_GCSE_entries_art_design_3d,KS4_GCSE_entries_art_design_fineart,KS4_GCSE_entries_art_design_graphics,KS4_GCSE_entries_art_design_photography,KS4_GCSE_entries_art_design_textiles,KS4_GCSE_entries_d&t_food_tech,KS4_GCSE_entries_d&t,KS4_technical_entries_dance_general,KS4_GCSE_entries_dance,KS4_GCSE_entries_drama&theatre,KS4_technical_entries_engineeering,KS4_GCSE_entries_film_studies,KS4_technical_award_graphic_design,KS4_GCSE_entries_media_film_tv_studies,KS4_technical_award_entries_multimedia,KS4_GCSE_entries_music,music_performance_group_Grade6_Performing_Arts,music_performance_group_grade7_performing_arts,music_performance_group_grade8_performing_arts,KS4_technical_award_entries_music_studies_general,KS4_technical_award_entries_music_performance_group,KS4_technical_award_entries_music_tech_electronic,KS4_technical_award_entries_speech_and_drama,KS5_BTEC_certificate_art_design,KS5_BTEC_diploma_art_design,KS5_Alevel_art_design,KS5_Alevel_art_design_3D,KS5_Alevel_art_design_fine_art,KS5_Alevel_art_design_graphics,KS5_AS_art_design_photography,KS5_ALevel_art_design_photography,KS5_ALevel_art_design_textiles,KS5_ALevel_design_and_tech_product_design,KS5_ALevel_drama_and_theatre,KS5_Engineeering_OCR_technical_diploma,KS5_engineeering_OCR_extended_certificate,KS5_Engineeering_VRQ_level3,KS5_Engineeering_OCR_technical_foundation_diploma,KS5_ASLevel_film_studies,KS5_ALevel_film_studies,KS5_OCR_level3_multimedia,KS5_OCR_extended_level3_multimedia,KS5_ALevel_media_film_tv_studies,KS5_BTEC_Level3_music_performance_group,KS5_VRQ_Level3_music_performance_group,KS5_ASLevel_music,KS5_ALevel_music,KS5_ALevel_music_technology,KS5_BTEC_Level3_speech_and_drama_group
108109,6098,3836098,Queenswood School,Primary,Primary,Independent,Independent school,,Other independent school,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 9EB,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,11,9,20,0,20,20,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108075,4062,3834062,Ralph Thoresby School,Secondary,Secondary,Foundation,State-funded secondary,The Leeds North West Education Partnership Foundation,Foundation school,,,,E14000780,Leeds North West,E05012841,Adel & Wharfedale,LS16 7RX,LA Maintained,1001 to 1100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,274,542,168,180,348,65,87,152,501,541,1042,0,1042,1042,277,26.6,246,27.7,,,,,,,,,,,,,,,,,54,,,,30,,15,23,4,,,,,,,,,,,,,,,24,,,2,1,,,4,,,2,4,,,,,,,,11,,,4,,,,
107810,2271,3832271,Rawdon Littlemoor Primary School,Primary,Primary,Foundation,State-funded primary,Aireborough Learning Partnership,Foundation school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS19 6DD,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,22,23,45,47,42,89,94,83,177,0,0,0,0,0,0,0,0,0,163,148,311,0,311,311,28,9,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107986,3031,3833031,Rawdon St Peter's Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000886,Pudsey,E05011547,Horsforth,LS19 6PP,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,25,20,45,45,45,90,87,97,184,0,0,0,0,0,0,0,0,0,157,162,319,0,319,319,12,3.8,12,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146927,2489,3832489,Raynville Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Great Heights Academy Trust,Academy converter,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS13 2TQ,Academy,401 to 500 pupils,0,0,0,14,24,38,23,35,58,61,51,112,121,107,228,0,0,0,0,0,0,0,0,0,219,217,410,26,436,423,158,36.2,155,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145178,2021,3832021,Richmond Hill Academy,Primary,Primary,Academy & Free Schools,State-funded primary,The Gorse Academies Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 8PN,Academy,601 to 700 pupils,0,0,0,22,22,44,34,47,81,97,78,175,142,183,325,0,0,0,0,0,0,0,0,0,295,330,625,0,625,625,353,56.5,353,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108103,6004,3836004,Richmond House School,Primary,Primary,Independent,Independent school,,Other independent school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 5LG,Independent,201 to 300 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,110,120,197,33,230,213.5,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107831,2309,3832309,Robin Hood Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011384,Ardsley & Robin Hood,WF3 3BG,LA Maintained,401 to 500 pupils,0,0,0,20,23,43,27,29,56,63,50,113,126,120,246,0,0,0,0,0,0,0,0,0,236,222,439,19,458,448.5,50,10.9,48,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138336,4103,3834103,Rodillian Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Rodillian Multi Academy Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011384,Ardsley & Robin Hood,WF3 3PS,Academy,1601 to 1700 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,457,931,306,287,593,77,46,123,857,790,1647,0,1647,1647,273,16.6,257,16.9,,,,,,,,,,,,,,,,,53,,,,47,,19,17,,,19,,,,41,,,,,,,27,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
107891,2415,3832415,Rosebank Primary School,Primary,Primary,Foundation,State-funded primary,The Lantern Learning Trust (Inner North West Leeds),Foundation school,,,,E14000777,Leeds Central,E05011403,Little London & Woodhouse,LS3 1JP,LA Maintained,301 to 400 pupils,11,4,15,32,26,58,22,22,44,48,39,87,75,85,160,0,0,0,0,0,0,0,0,0,188,176,269,95,364,316.5,140,38.5,110,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107982,2506,3832506,Rothwell Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 0DJ,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,21,24,45,41,43,84,71,106,177,0,0,0,0,0,0,0,0,0,133,173,306,0,306,306,49,16,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108018,3364,3833364,Rothwell St Mary's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 0BJ,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,9,21,30,25,35,60,52,68,120,0,0,0,0,0,0,0,0,0,86,124,210,0,210,210,19,9,19,9,Awarded,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107851,2342,3832342,Rothwell Victoria Junior School,Primary,Junior,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 0RA,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,0,0,0,0,0,0,82,81,163,0,0,0,0,0,0,0,0,0,82,81,163,0,163,163,62,38,62,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108076,4063,3834063,Roundhay School,Through School,Through School,Community,State-funded secondary,,Community school,,,Yes,E14000779,Leeds North East,E05011411,Roundhay,LS8 1ND,LA Maintained,1701 pupils and over,0,0,0,0,0,0,32,28,60,59,62,121,111,130,241,461,454,915,255,348,603,328,254,582,1246,1276,2522,0,2522,2522,378,15,313,16.2,,,,,,,,,,,,,,,,14,39,,1,,,18,17,14,,,28,,33,,,,19,,,,,,,9,,,16,,,,,,7,,7,,,,,,,,,17,,,,6,,5
108007,3329,3833329,Roundhay St John's Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000779,Leeds North East,E05011411,Roundhay,LS8 2QJ,LA Maintained,201 to 300 pupils,0,0,0,14,18,32,12,18,30,33,27,60,59,62,121,0,0,0,0,0,0,0,0,0,118,125,230,13,243,236.5,28,11.5,26,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134317,2002,3832002,Rufford Park Primary School,Primary,Primary,Foundation,State-funded primary,Aireborough Learning Partnership,Foundation school,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS19 7QR,LA Maintained,301 to 400 pupils,0,0,0,17,17,34,18,17,35,48,37,85,94,78,172,0,0,0,0,0,0,0,0,0,177,149,326,0,326,326,49,15,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140824,2016,3832016,Ryecroft Academy,Primary,Primary,Academy & Free Schools,State-funded primary,The Gorse Academies Trust,Academy sponsor led,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 5AW,Academy,301 to 400 pupils,0,0,0,22,19,41,27,17,44,44,41,85,94,75,169,0,0,0,0,0,0,0,0,0,187,152,324,15,339,331.5,149,44,142,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147484,3377,3833377,Sacred Heart Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000781,Leeds West,E05011402,Kirkstall,LS4 2TF,Academy,101 to 200 pupils,0,0,0,0,0,0,14,14,28,23,35,58,60,52,112,0,0,0,0,0,0,0,0,0,97,101,198,0,198,198,67,33.8,67,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107813,2275,3832275,Scholes (Elmet) Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS15 4BJ,LA Maintained,301 to 400 pupils,0,0,0,22,18,40,29,17,46,44,46,90,74,100,174,0,0,0,0,0,0,0,0,0,169,181,332,18,350,341,32,9.1,32,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107928,2452,3832452,Seacroft Grange Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds East Primary Partnership,Foundation school,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 6JR,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,17,12,29,33,27,60,63,58,121,0,0,0,0,0,0,0,0,0,113,97,210,0,210,210,127,60.5,127,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107824,2293,3832293,Seven Hills Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 8LA,LA Maintained,401 to 500 pupils,0,0,0,20,27,47,30,29,59,62,58,120,133,105,238,0,0,0,0,0,0,0,0,0,245,219,434,30,464,449,94,20.3,93,21.4,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107917,2441,3832441,Shadwell Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS17 8JF,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,18,11,29,25,35,60,53,64,117,0,0,0,0,0,0,0,0,0,96,110,206,0,206,206,3,1.5,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107938,2462,3832462,Shakespeare Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011388,Burmantofts & Richmond Hill,LS9 7NP,LA Maintained,701 to 800 pupils,0,0,0,60,52,112,47,43,90,92,87,179,175,175,350,0,0,0,0,0,0,0,0,0,374,357,658,73,731,694.5,278,38,276,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107984,2510,3832510,Sharp Lane Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4QE,LA Maintained,601 to 700 pupils,0,0,0,27,27,54,37,39,76,69,69,138,156,202,358,0,0,0,0,0,0,0,0,0,289,337,560,66,626,593,166,26.5,160,28.6,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131570,3929,3833929,Shire Oak Church Of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000780,Leeds North West,E05011397,Headingley & Hyde Park,LS6 2DT,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,15,30,27,33,60,56,63,119,0,0,0,0,0,0,0,0,0,98,111,209,0,209,209,26,12.4,26,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107847,2335,3832335,Southroyd Primary and Nursery School,Primary,Primary,Foundation,State-funded primary,The Inspire Co-Operative Learning Trust,Foundation school,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 8AT,LA Maintained,401 to 500 pupils,0,0,0,46,36,82,17,28,45,58,47,105,90,124,214,0,0,0,0,0,0,0,0,0,211,235,436,10,446,441,86,19.3,81,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146633,6009,3836009,Southway Independant School,Secondary,Secondary,Independent,Independent school,,Other independent school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 3JA,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,24,67,91,0,91,91,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107890,2414,3832414,Spring Bank Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000780,Leeds North West,E05011397,Headingley & Hyde Park,LS6 1AD,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,10,7,17,33,24,57,52,63,115,0,0,0,0,0,0,0,0,0,95,94,189,0,189,189,46,24.3,46,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142630,7005,3837005,Springwell Leeds Academy,N/A,N/A,Special School,State-funded special school,Wellspring Academy Trust,Academy special sponsor led,Yes,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 3JA,Academy,301 to 400 pupils,0,0,0,0,0,0,0,0,0,0,1,1,6,62,68,19,114,133,15,87,102,0,0,0,40,264,304,0,304,304,207,68.1,207,68.1,Working towards,Silver,YES,,,,YES,,,YES,YES,,,YES,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139354,3363,3833363,Ss. Peter and Paul Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Bishop Wheeler Catholic Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS19 7HW,Academy,201 to 300 pupils,0,0,0,0,0,0,12,15,27,29,31,60,65,57,122,0,0,0,0,0,0,0,0,0,106,103,209,0,209,209,12,5.7,12,5.7,Registered,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108120,7016,3837016,St John's Catholic Specialist School,N/A,N/A,Independent,Non-maintained special school,,Non-maintained special school,Yes,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS23 6DF,LA Maintained,Up to 100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,18,24,5,9,14,6,8,14,18,38,56,0,56,56,16,28.6,12,28.6,,,YES,YES,,YES,,YES,YES,YES,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147485,3378,3833378,St Paul's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000779,Leeds North East,E05012842,Alwoodley,LS17 5ES,Academy,201 to 300 pupils,0,0,0,0,0,0,15,14,29,33,26,59,61,61,122,0,0,0,0,0,0,0,0,0,109,101,210,0,210,210,31,14.8,31,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108021,3367,3833367,St. Anthony's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 7JS,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,21,10,31,21,39,60,63,58,121,0,0,0,0,0,0,0,0,0,105,107,212,0,212,212,24,11.3,24,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147482,3368,3833368,St. Augustine's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS8 3PF,Academy,401 to 500 pupils,0,0,0,30,25,55,28,21,49,66,53,119,115,122,237,0,0,0,0,0,0,0,0,0,239,221,385,75,460,422.5,167,36.3,145,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108005,3056,3833056,St. Bartholomew's CofE Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000781,Leeds West,E05011385,Armley,LS12 1SF,LA Maintained,501 to 600 pupils,0,0,0,33,29,62,25,34,59,63,80,143,142,156,298,0,0,0,0,0,0,0,0,0,263,299,527,35,562,544.5,226,40.2,221,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138945,3365,3833365,St. Benedict's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Bishop Konstant Catholic Academy Trust,Academy converter,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 1PS,Academy,201 to 300 pupils,0,0,0,9,8,17,14,14,28,27,28,55,47,74,121,0,0,0,0,0,0,0,0,0,97,124,213,8,221,217,14,6.3,14,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141521,3315,3833315,St. Chad's Church of England Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Abbey Multi Academy Trust,Academy converter,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 5QR,Academy,201 to 300 pupils,0,0,0,10,19,29,18,12,30,28,31,59,54,63,117,0,0,0,0,0,0,0,0,0,110,125,219,16,235,227,18,7.7,18,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108012,3358,3833358,"St. Edward's Catholic Primary School, Boston Spa",Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS23 6DX,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,18,12,30,19,33,52,50,42,92,0,0,0,0,0,0,0,0,0,87,87,174,0,174,174,3,1.7,3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108016,3362,3833362,"St. Francis Catholic Primary School, Morley",Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 9LX,LA Maintained,201 to 300 pupils,0,0,0,17,10,27,13,17,30,21,39,60,55,66,121,0,0,0,0,0,0,0,0,0,106,132,238,0,238,238,20,8.4,20,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148739,3371,3833371,St. Francis of Assisi Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 6RX,Academy,201 to 300 pupils,0,0,0,10,12,22,15,13,28,30,27,57,63,58,121,0,0,0,0,0,0,0,0,0,118,110,209,19,228,218.5,96,42.1,90,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139350,3361,3833361,St. Joseph's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Bishop Wheeler Catholic Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 7AZ,Academy,301 to 400 pupils,0,0,0,16,9,25,19,24,43,38,45,83,90,86,176,0,0,0,0,0,0,0,0,0,163,164,310,17,327,318.5,22,6.7,22,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108028,3374,3833374,St. Joseph's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 2AD,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,14,29,28,29,57,59,56,115,0,0,0,0,0,0,0,0,0,102,99,201,0,201,201,58,28.9,58,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139355,3360,3833360,St. Joseph's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Bishop Wheeler Catholic Academy Trust,Academy converter,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS21 3AP,Academy,101 to 200 pupils,0,0,0,0,0,0,12,14,26,29,29,58,42,74,116,0,0,0,0,0,0,0,0,0,83,117,200,0,200,200,15,7.5,15,7.5,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108020,3366,3833366,St. Joseph's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS22 6PR,LA Maintained,201 to 300 pupils,0,0,0,16,12,28,11,19,30,24,30,54,58,60,118,0,0,0,0,0,0,0,0,0,109,121,230,0,230,230,10,4.3,10,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107990,3038,3833038,St. Margaret's Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 5BL,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,29,31,60,55,66,121,111,132,243,0,0,0,0,0,0,0,0,0,195,229,424,0,424,424,38,9,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139352,3359,3833359,St. Mary's Catholic Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Bishop Wheeler Catholic Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 5AB,Academy,201 to 300 pupils,0,0,0,0,0,0,15,16,31,27,32,59,70,49,119,0,0,0,0,0,0,0,0,0,112,97,209,0,209,209,10,4.8,10,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107997,3047,3833047,St. Mary's Church of England Controlled Primary School Boston Spa,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS23 6DB,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,8,10,18,19,22,41,38,42,80,0,0,0,0,0,0,0,0,0,65,74,139,0,139,139,13,9.4,13,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
