urn,estab,laestab,school_name,broad_phase_of_school,detailed_phase_school,type,phase_type_grouping,trust,typeofestablishment_name,special_school,alternative_provision,all_through_school,parl_con_code,parl_con_name,ward_code,ward_name,school_postcode,academy_flag,school_size,total_early_years_girls,total_early_years_boys,total_early_years_E1_and_E2,total_nursery_girls,total_nursery_boys,total_nursery_N1_and_N2,total_reception_girls,total_reception_boys,total_reception,KS1_girls,KS1_boys,KS1_total,KS2_girls,KS2_boys,KS2_total,KS3_girls,KS3_boys,KS3_total,KS4_girls,KS4_boys,KS4_total,KS5_girls,KS5_boys,KS5_total,total_girls,total_boys,total_fulltime,total_parttime,total_pupils,fte_pupils,number_pupils_eligible_FSMs,%_pupils_eligible_FSMs,number of pupils known to be eligible for free school meals (Performance Tables),%_ pupils_known_eligible_for_FSMs_performance_table,artsmark_progress,most_recent_award,artsaward,artsaward_combined_arts,artsaward_craft,artsaward_dance,artsaward_design,artsaward_film_video,artsaward_literature,artsaward_music,artsaward_photography,arts_award_technical_production,artsaward_theatre_drama,artsaward_visualarts,artsaward_other,KS4_technical_award_entries_art_design,KS4_GCSE_entries_art_design,KS4_GCSE_entries_art_design_3d,KS4_GCSE_entries_art_design_fineart,KS4_GCSE_entries_art_design_graphics,KS4_GCSE_entries_art_design_photography,KS4_GCSE_entries_art_design_textiles,KS4_GCSE_entries_d&t_food_tech,KS4_GCSE_entries_d&t,KS4_technical_entries_dance_general,KS4_GCSE_entries_dance,KS4_GCSE_entries_drama&theatre,KS4_technical_entries_engineeering,KS4_GCSE_entries_film_studies,KS4_technical_award_graphic_design,KS4_GCSE_entries_media_film_tv_studies,KS4_technical_award_entries_multimedia,KS4_GCSE_entries_music,music_performance_group_Grade6_Performing_Arts,music_performance_group_grade7_performing_arts,music_performance_group_grade8_performing_arts,KS4_technical_award_entries_music_studies_general,KS4_technical_award_entries_music_performance_group,KS4_technical_award_entries_music_tech_electronic,KS4_technical_award_entries_speech_and_drama,KS5_BTEC_certificate_art_design,KS5_BTEC_diploma_art_design,KS5_Alevel_art_design,KS5_Alevel_art_design_3D,KS5_Alevel_art_design_fine_art,KS5_Alevel_art_design_graphics,KS5_AS_art_design_photography,KS5_ALevel_art_design_photography,KS5_ALevel_art_design_textiles,KS5_ALevel_design_and_tech_product_design,KS5_ALevel_drama_and_theatre,KS5_Engineeering_OCR_technical_diploma,KS5_engineeering_OCR_extended_certificate,KS5_Engineeering_VRQ_level3,KS5_Engineeering_OCR_technical_foundation_diploma,KS5_ASLevel_film_studies,KS5_ALevel_film_studies,KS5_OCR_level3_multimedia,KS5_OCR_extended_level3_multimedia,KS5_ALevel_media_film_tv_studies,KS5_BTEC_Level3_music_performance_group,KS5_VRQ_Level3_music_performance_group,KS5_ASLevel_music,KS5_ALevel_music,KS5_ALevel_music_technology,KS5_BTEC_Level3_speech_and_drama_group
108104,6007,3836007,Gateways School,Through School,Through School,Independent,Independent school,,Other independent school,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS17 9LE,Independent,501 to 600 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,323,189,462,50,512,487,z,z,z,z,,,,,,,,,,,,,,,,,7,,,,5,1,3,,,,7,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
107848,2336,3832336,Gildersome Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011406,Morley North,LS27 7AB,LA Maintained,301 to 400 pupils,0,0,0,13,22,35,21,18,39,42,41,83,113,104,217,0,0,0,0,0,0,0,0,0,189,185,348,26,374,361,63,16.8,62,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107904,2428,3832428,Gledhow Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011411,Roundhay,LS8 1PL,LA Maintained,601 to 700 pupils,0,0,0,26,24,50,50,40,90,81,97,178,175,178,353,0,0,0,0,0,0,0,0,0,332,339,659,12,671,665,60,8.9,60,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107923,2447,3832447,Grange Farm Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds East Primary Partnership,Foundation school,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 1AX,LA Maintained,401 to 500 pupils,0,0,0,18,22,40,28,32,60,54,64,118,122,116,238,0,0,0,0,0,0,0,0,0,222,234,451,5,456,453.5,245,53.7,242,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134913,3925,3833925,Great Preston Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS26 8AR,LA Maintained,201 to 300 pupils,0,0,0,10,10,20,16,14,30,33,27,60,51,63,114,0,0,0,0,0,0,0,0,0,110,114,216,8,224,220,35,15.6,34,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136326,2396,3832396,Green Lane Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Delta Academies Trust,Academy converter,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 2JX,Academy,401 to 500 pupils,0,0,0,21,17,38,27,28,55,67,52,119,124,117,241,0,0,0,0,0,0,0,0,0,239,214,417,36,453,435,32,7.1,32,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148654,7008,3837008,Green Meadows Academy,N/A,N/A,Special School,State-funded special school,Wellspring Academy Trust,Academy special sponsor led,Yes,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 8LS,Academy,201 to 300 pupils,0,0,0,0,0,0,0,2,2,5,13,18,7,43,50,22,56,78,14,28,42,2,25,27,50,167,217,0,217,217,103,47.5,85,44.7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107975,2499,3832499,Greenhill Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS13 4JJ,LA Maintained,401 to 500 pupils,0,0,0,21,16,37,23,19,42,53,52,105,119,115,234,0,0,0,0,0,0,0,0,0,216,202,393,25,418,405.5,175,41.9,162,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107949,2473,3832473,Greenmount Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 6BA,LA Maintained,401 to 500 pupils,0,0,0,21,24,45,33,27,60,44,76,120,124,116,240,0,0,0,0,0,0,0,0,0,222,243,421,44,465,443,151,32.5,146,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107828,2303,3832303,Greenside Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 8NZ,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,20,25,45,48,36,84,88,85,173,0,0,0,0,0,0,0,0,0,156,146,302,0,302,302,35,11.6,35,11.6,Awarded,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107924,2448,3832448,Grimes Dyke Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS14 5BY,LA Maintained,201 to 300 pupils,0,0,0,12,7,19,6,21,27,32,28,60,66,70,136,0,0,0,0,0,0,0,0,0,116,126,238,4,242,240,125,51.7,125,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107809,2270,3832270,Guiseley Primary School,Primary,Primary,Foundation,State-funded primary,Aireborough Learning Partnership,Foundation school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 9DA,LA Maintained,401 to 500 pupils,0,0,0,29,32,61,16,27,43,53,65,118,107,112,219,0,0,0,0,0,0,0,0,0,205,236,441,0,441,441,52,11.8,52,11.8,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108085,4108,3834108,Guiseley School,Secondary,Secondary,Foundation,State-funded secondary,,Foundation school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 8DT,LA Maintained,1301 to 1400 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,355,713,211,229,440,118,125,243,687,709,1396,0,1396,1396,134,9.6,116,10.1,Working towards,Platinum,YES,,,YES,YES,YES,,YES,YES,YES,YES,YES,YES,,,,49,,84,,,56,,,43,,,,,,14,,,,,,,,,,,,6,,8,,,,9,,,,,,,,,,,,1,1,,
107925,2449,3832449,Harehills Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS8 5DQ,LA Maintained,601 to 700 pupils,0,0,0,38,38,76,40,48,88,78,100,178,167,191,358,0,0,0,0,0,0,0,0,0,323,377,680,20,700,690,278,39.7,272,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107989,3037,3833037,Harewood Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000689,Elmet and Rothwell,E05011396,Harewood,LS17 9LH,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,6,7,13,15,14,29,28,31,59,0,0,0,0,0,0,0,0,0,49,52,101,0,101,101,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108009,3351,3833351,Hawksworth Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000886,Pudsey,E05011395,Guiseley & Rawdon,LS20 8NX,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,4,10,14,10,19,29,26,36,62,0,0,0,0,0,0,0,0,0,40,65,105,0,105,105,5,4.8,5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107893,2417,3832417,Hawksworth Wood Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011402,Kirkstall,LS5 3QE,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,17,28,45,44,54,98,90,99,189,0,0,0,0,0,0,0,0,0,151,181,332,0,332,332,154,46.4,154,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107914,2438,3832438,Highfield Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05012842,Alwoodley,LS17 8DJ,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,28,29,57,61,60,121,111,128,239,0,0,0,0,0,0,0,0,0,200,217,417,0,417,417,27,6.5,27,6.5,Working towards,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142427,2292,3832292,Hill Top Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Leodis Academies Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011384,Ardsley & Robin Hood,WF3 1HD,Academy,201 to 300 pupils,0,0,0,14,11,25,14,16,30,28,30,58,47,73,120,0,0,0,0,0,0,0,0,0,103,130,226,7,233,229.5,25,10.7,25,11.1,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140413,2014,3832014,Hillcrest Academy,Primary,Primary,Academy & Free Schools,State-funded primary,The Gorse Academies Trust,Academy sponsor led,,,,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 4DR,Academy,401 to 500 pupils,0,0,0,26,16,42,32,28,60,55,65,120,132,105,237,0,0,0,0,0,0,0,0,0,245,214,444,15,459,451.5,125,27.2,125,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134513,3922,3833922,Hollybush Primary,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS13 2JJ,LA Maintained,401 to 500 pupils,0,0,0,13,15,28,27,28,55,46,50,96,114,115,229,0,0,0,0,0,0,0,0,0,200,208,386,22,408,397,183,44.9,183,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108026,3372,3833372,Holy Family Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000781,Leeds West,E05011385,Armley,LS12 2LH,LA Maintained,201 to 300 pupils,0,0,0,10,19,29,10,13,23,24,30,54,63,49,112,0,0,0,0,0,0,0,0,0,107,111,201,17,218,209.5,75,34.4,71,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142004,2017,3832017,Holy Name Catholic Voluntary Academy,Primary,Primary,Voluntary,State-funded primary,The Bishop Wheeler Catholic Academy Trust,Academy sponsor led,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 6NF,Academy,201 to 300 pupils,0,0,0,0,0,0,16,13,29,26,32,58,71,43,114,0,0,0,0,0,0,0,0,0,113,88,201,0,201,201,36,17.9,36,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147487,3383,3833383,Holy Rosary and St Anne's Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 4AW,Academy,201 to 300 pupils,0,0,0,14,17,31,16,14,30,21,39,60,61,59,120,0,0,0,0,0,0,0,0,0,112,129,213,28,241,227,122,50.6,114,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140399,2013,3832013,Holy Trinity Church of England Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Abbey Multi Academy Trust,Academy sponsor led,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 0NB,Academy,101 to 200 pupils,0,0,0,0,0,0,12,11,23,27,28,55,46,44,90,0,0,0,0,0,0,0,0,0,85,83,168,0,168,168,55,32.7,55,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107817,2283,3832283,Horsforth Featherbank Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 4QP,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,15,30,31,29,60,64,58,122,0,0,0,0,0,0,0,0,0,110,102,212,0,212,212,24,11.3,24,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107860,2363,3832363,Horsforth Newlaithes Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 4PT,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,31,27,58,52,68,120,116,125,241,0,0,0,0,0,0,0,0,0,199,220,419,0,419,419,15,3.6,15,3.6,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137775,4115,3834115,Horsforth School,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Horsforth School,Academy converter,,,,E14000886,Pudsey,E05011547,Horsforth,LS18 5RF,Academy,1501 to 1600 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,427,832,214,237,451,134,146,280,753,810,1563,0,1563,1563,191,12.2,176,13.7,,,YES,,,,,,,,,,YES,,,,,,52,,25,,39,41,,,27,27,,,,17,15,,,,,,,,,,7,,,,3,,,,12,,,,,,,,,17,,,,,,
107926,2450,3832450,Hovingham Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011394,Gipton & Harehills,LS8 3QY,LA Maintained,701 to 800 pupils,0,0,0,32,27,59,40,43,83,91,89,180,201,203,404,0,0,0,0,0,0,0,0,0,364,362,673,53,726,699.5,294,40.5,291,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107959,2483,3832483,Hugh Gaitskell Primary School,Primary,Primary,Foundation,State-funded primary,The Learning Trust (South Leeds),Foundation school,,,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 8AB,LA Maintained,501 to 600 pupils,0,0,0,30,28,58,28,35,63,72,72,144,159,159,318,0,0,0,0,0,0,0,0,0,289,294,549,34,583,566,181,31,178,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107950,2474,3832474,Hunslet Carr Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 2DN,LA Maintained,301 to 400 pupils,0,0,0,14,25,39,26,27,53,41,38,79,126,101,227,0,0,0,0,0,0,0,0,0,207,191,366,32,398,382,194,48.7,191,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107951,2475,3832475,Hunslet Moor Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 5EL,LA Maintained,401 to 500 pupils,0,0,0,28,21,49,28,32,60,59,61,120,131,109,240,0,0,0,0,0,0,0,0,0,246,223,423,46,469,446,161,34.3,160,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147486,3381,3833381,Immaculate Heart Of Mary Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,St Gregory The Great Catholic Academy Trust,Academy converter,,,,E14000779,Leeds North East,E05011405,Moortown,LS17 6SX,Academy,401 to 500 pupils,0,0,0,0,0,0,31,27,58,61,57,118,126,144,270,0,0,0,0,0,0,0,0,0,218,228,446,0,446,446,26,5.8,26,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107952,2476,3832476,Ingram Road Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05012647,Beeston & Holbeck,LS11 9LA,LA Maintained,301 to 400 pupils,0,0,0,19,16,35,13,20,33,48,46,94,85,102,187,0,0,0,0,0,0,0,0,0,165,184,316,33,349,332.5,159,45.6,142,44.9,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107896,2420,3832420,Ireland Wood Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds North West Education Partnership Foundation,Foundation school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 6BW,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,27,33,60,63,59,122,115,120,235,0,0,0,0,0,0,0,0,0,205,212,417,0,417,417,130,31.2,130,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107886,2410,3832410,Iveson Primary School,Primary,Primary,Foundation,State-funded primary,The Leeds North West Education Partnership Foundation,Foundation school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 6LW,LA Maintained,301 to 400 pupils,0,0,0,15,20,35,20,25,45,47,60,107,105,101,206,0,0,0,0,0,0,0,0,0,187,206,393,0,393,393,138,35.1,138,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108119,7015,3837015,John Jamieson School,N/A,N/A,Special School,State-funded special school,,Community special school,Yes,,,E14000779,Leeds North East,E05011411,Roundhay,LS8 2PW,LA Maintained,401 to 500 pupils,0,0,0,0,0,0,0,1,1,8,34,42,26,61,87,51,116,167,16,43,59,31,38,69,132,293,425,0,425,425,213,50.1,184,51.7,Registered,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148793,4082,3834082,John Smeaton Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Gorse Academies Trust,Academy sponsor led,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS15 8TA,Academy,601 to 700 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,166,330,158,150,308,0,0,0,322,316,638,0,638,638,300,47,293,46.5,,,,,,,,,,,,,,,,,,10,22,,40,,23,28,,9,9,,,,25,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107910,2434,3832434,Kerr Mackie Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011411,Roundhay,LS8 1NE,LA Maintained,401 to 500 pupils,0,0,0,26,14,40,24,26,50,57,60,117,126,122,248,0,0,0,0,0,0,0,0,0,233,222,419,36,455,437,62,13.6,59,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143240,2801,3832801,Kippax Ash Tree Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Brigshaw Learning Partnership,Academy converter,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS25 7JL,Academy,301 to 400 pupils,0,0,0,25,23,48,22,18,40,59,41,100,85,98,183,0,0,0,0,0,0,0,0,0,191,180,339,32,371,355,111,29.9,104,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143241,2384,3832384,Kippax Greenfield Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Brigshaw Learning Partnership,Academy converter,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS25 7PA,Academy,101 to 200 pupils,0,0,0,0,0,0,10,8,18,22,21,43,46,37,83,0,0,0,0,0,0,0,0,0,78,66,144,0,144,144,23,16,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143243,2399,3832399,Kippax North Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Brigshaw Learning Partnership,Academy converter,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS25 7EJ,Academy,201 to 300 pupils,0,0,0,19,18,37,18,12,30,36,24,60,66,52,118,0,0,0,0,0,0,0,0,0,139,106,224,21,245,234.5,30,12.2,24,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108043,3904,3833904,Kirkstall St Stephen's Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000781,Leeds West,E05011402,Kirkstall,LS5 3JD,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,12,18,30,27,32,59,49,63,112,0,0,0,0,0,0,0,0,0,88,113,201,0,201,201,63,31.3,63,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107887,2411,3832411,Kirkstall Valley Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05011402,Kirkstall,LS4 2QZ,LA Maintained,201 to 300 pupils,0,0,0,9,8,17,12,18,30,32,25,57,55,64,119,0,0,0,0,0,0,0,0,0,108,115,213,10,223,218,95,42.6,91,42.7,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108100,5200,3835200,Lady Elizabeth Hastings Church of England Primary School (Ledston),Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,WF10 2BD,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,9,12,21,22,17,39,40,30,70,0,0,0,0,0,0,0,0,0,71,59,130,0,130,130,8,6.2,8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108010,3356,3833356,Lady Elizabeth Hastings Church of England Primary School (Thorpe Arch),Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS23 7AQ,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,8,6,14,16,21,37,35,29,64,0,0,0,0,0,0,0,0,0,59,56,115,0,115,115,6,5.2,6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138893,2000,3832000,Lane End Primary School,Primary,Primary,Foundation,State-funded primary,,Foundation school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 6AA,LA Maintained,401 to 500 pupils,0,0,0,22,13,35,21,23,44,52,66,118,122,120,242,0,0,0,0,0,0,0,0,0,217,222,418,21,439,428.5,168,38.3,168,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107973,2497,3832497,Lawns Park Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 5EX,LA Maintained,201 to 300 pupils,0,0,0,13,18,31,13,17,30,35,25,60,54,66,120,0,0,0,0,0,0,0,0,0,115,126,240,1,241,240.5,71,29.5,71,29.6,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108055,4006,3834006,Lawnswood School,Secondary,Secondary,Community,State-funded secondary,,Community school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 5AG,LA Maintained,1401 to 1500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,411,784,279,248,527,82,71,153,734,730,1464,0,1464,1464,557,38,512,39.1,Awarded,Silver,,,,,,,,,,,,,,,,,47,,,11,21,15,,,16,,,,,,13,,,,,,,12,,,,,4,,5,,2,,,,,,,,,,4,,,1,,,,
