time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
200001,Academic year,National,E92000001,England,Final,Economics,All students,z,22,41,62,79,90,16928
200102,Academic year,National,E92000001,England,Final,Economics,All students,z,28,53,74,88,97,13369
200203,Academic year,National,E92000001,England,Final,Economics,All students,z,32,58,78,92,98,13317
200304,Academic year,National,E92000001,England,Final,Economics,All students,z,33,60,80,92,98,13408
200405,Academic year,National,E92000001,England,Final,Economics,All students,z,34,62,82,94,99,13419
200506,Academic year,National,E92000001,England,Final,Economics,All students,z,36,63,82,94,99,13578
200607,Academic year,National,E92000001,England,Final,Economics,All students,z,36,64,83,94,99,13950
200708,Academic year,National,E92000001,England,Final,Economics,All students,z,38,65,84,95,99,15358
200809,Academic year,National,E92000001,England,Final,Economics,All students,z,38,66,85,95,99,17696
200910,Academic year,National,E92000001,England,Final,Economics,All students,9,38,66,85,95,99,20314
201011,Academic year,National,E92000001,England,Final,Economics,All students,9,38,66,85,95,99,20819
201112,Academic year,National,E92000001,England,Final,Economics,All students,9,36,65,84,95,99,21238
201213,Academic year,National,E92000001,England,Final,Economics,All students,8,34,64,84,95,99,23117
201314,Academic year,National,E92000001,England,Final,Economics,All students,10,34,62,82,94,99,22884
201415,Academic year,National,E92000001,England,Final,Economics,All students,9,32,61,83,94,99,26204
201516,Academic year,National,E92000001,England,Final,Economics,All students,8,31,62,83,94,99,27569
201617,Academic year,National,E92000001,England,Final,Economics,All students,8,32,61,84,95,98,28621
201718,Academic year,National,E92000001,England,Revised,Economics,All students,7.7,31.2,60.3,82.1,93.9,98.3,29505
201819,Academic year,National,E92000001,England,Revised,Economics,All students,7.1,29.8,58.4,81.2,93.7,98.2,29432
201920,Academic year,National,E92000001,England,Final,Economics,All students,13.6,41.5,70.3,90.8,97.9,99.8,30148
202021,Academic year,National,E92000001,England,Final,Economics,All students,18.6,46.7,73.2,90.4,97.2,99.5,32148
202122,Academic year,National,E92000001,England,Revised,Economics,All students,14.2,39.1,67.2,86.1,95.3,98.6,35257
202223,Academic year,National,E92000001,England,Revised,Economics,All students,8.1,30.4,58.8,80.5,92.7,97.9,37704
199596,Academic year,National,E92000001,England,Final,Economics,Female,z,14,30,48,65,80,7070
199697,Academic year,National,E92000001,England,Final,Economics,Female,z,16,33,51,69,83,6712
199798,Academic year,National,E92000001,England,Final,Economics,Female,z,18,36,56,72,85,6457
199899,Academic year,National,E92000001,England,Final,Economics,Female,z,18,36,56,74,87,6515
199900,Academic year,National,E92000001,England,Final,Economics,Female,z,22,40,58,76,89,5934
200001,Academic year,National,E92000001,England,Final,Economics,Female,z,22,41,61,78,90,5698
200102,Academic year,National,E92000001,England,Final,Economics,Female,z,32,56,76,89,97,4023
200203,Academic year,National,E92000001,England,Final,Economics,Female,z,36,62,81,93,98,3935
200304,Academic year,National,E92000001,England,Final,Economics,Female,z,37,64,83,94,98,3896
200405,Academic year,National,E92000001,England,Final,Economics,Female,z,40,67,85,95,99,3953
200506,Academic year,National,E92000001,England,Final,Economics,Female,z,39,66,85,96,99,4068
200607,Academic year,National,E92000001,England,Final,Economics,Female,z,41,68,86,95,99,4239
200708,Academic year,National,E92000001,England,Final,Economics,Female,z,41,68,86,95,99,4717
200809,Academic year,National,E92000001,England,Final,Economics,Female,z,44,69,87,96,99,5463
200910,Academic year,National,E92000001,England,Final,Economics,Female,11,42,71,88,96,99,6307
201011,Academic year,National,E92000001,England,Final,Economics,Female,11,42,70,87,96,99,6413
201112,Academic year,National,E92000001,England,Final,Economics,Female,11,41,69,86,95,99,6779
201213,Academic year,National,E92000001,England,Final,Economics,Female,9,38,68,86,96,99,7404
201314,Academic year,National,E92000001,England,Final,Economics,Female,11,37,64,84,94,99,7226
201415,Academic year,National,E92000001,England,Final,Economics,Female,10,36,65,85,95,99,8515
201516,Academic year,National,E92000001,England,Final,Economics,Female,9,35,65,86,95,99,8885
201617,Academic year,National,E92000001,England,Final,Economics,Female,9,35,64,85,95,99,8940
201718,Academic year,National,E92000001,England,Revised,Economics,Female,9.2,34.4,62.4,83.2,94,98.3,9197
201819,Academic year,National,E92000001,England,Revised,Economics,Female,8.1,32.3,61.5,81.8,93.7,98.2,8812
201920,Academic year,National,E92000001,England,Final,Economics,Female,16.4,47.3,75.5,93,98.6,99.8,9326
202021,Academic year,National,E92000001,England,Final,Economics,Female,23.1,53.2,78.1,92,97.5,99.6,9886
202122,Academic year,National,E92000001,England,Revised,Economics,Female,16.7,42.3,70,87.1,95.6,98.7,10881
202223,Academic year,National,E92000001,England,Revised,Economics,Female,9.3,33.2,61.2,81.8,93.1,98,11211
199596,Academic year,National,E92000001,England,Final,Economics,Male,z,16,33,51,68,82,13681
199697,Academic year,National,E92000001,England,Final,Economics,Male,z,16,33,52,70,84,12672
199798,Academic year,National,E92000001,England,Final,Economics,Male,z,18,36,55,73,86,11693
199899,Academic year,National,E92000001,England,Final,Economics,Male,z,20,38,58,76,88,11784
199900,Academic year,National,E92000001,England,Final,Economics,Male,z,21,40,59,77,89,11350
200001,Academic year,National,E92000001,England,Final,Economics,Male,z,22,41,62,79,90,11230
200102,Academic year,National,E92000001,England,Final,Economics,Male,z,26,51,73,88,96,9346
200203,Academic year,National,E92000001,England,Final,Economics,Male,z,30,56,77,91,98,9382
200304,Academic year,National,E92000001,England,Final,Economics,Male,z,31,58,78,91,98,9512
200405,Academic year,National,E92000001,England,Final,Economics,Male,z,32,60,80,93,98,9466
200506,Academic year,National,E92000001,England,Final,Economics,Male,z,34,61,81,93,99,9510
200607,Academic year,National,E92000001,England,Final,Economics,Male,z,34,61,82,94,99,9711
200708,Academic year,National,E92000001,England,Final,Economics,Male,z,36,63,83,95,99,10641
200809,Academic year,National,E92000001,England,Final,Economics,Male,z,36,64,84,95,99,12233
200910,Academic year,National,E92000001,England,Final,Economics,Male,8,36,64,84,95,99,14007
201011,Academic year,National,E92000001,England,Final,Economics,Male,9,36,64,84,95,99,14406
201112,Academic year,National,E92000001,England,Final,Economics,Male,8,34,62,83,94,99,14459
201213,Academic year,National,E92000001,England,Final,Economics,Male,7,32,61,83,94,99,15713
201314,Academic year,National,E92000001,England,Final,Economics,Male,9,32,60,81,94,99,15658
201415,Academic year,National,E92000001,England,Final,Economics,Male,8,30,60,82,94,99,17689
201516,Academic year,National,E92000001,England,Final,Economics,Male,7,30,60,82,94,99,18684
201617,Academic year,National,E92000001,England,Final,Economics,Male,7,31,60,83,95,98,19681
201718,Academic year,National,E92000001,England,Revised,Economics,Male,7.1,29.7,59.4,81.6,93.8,98.3,20308
201819,Academic year,National,E92000001,England,Revised,Economics,Male,6.7,28.7,57,80.9,93.7,98.2,20620
201920,Academic year,National,E92000001,England,Final,Economics,Male,12.3,38.8,68,89.8,97.6,99.7,20822
202021,Academic year,National,E92000001,England,Final,Economics,Male,16.7,43.8,71,89.7,97,99.5,22262
202122,Academic year,National,E92000001,England,Revised,Economics,Male,13.2,37.6,65.9,85.6,95.1,98.5,24376
202223,Academic year,National,E92000001,England,Revised,Economics,Male,7.6,29.2,57.7,80,92.5,97.9,26493
201516,Academic year,National,E92000001,England,Final,English language,All students,1,11,40,79,97,100,21176
201617,Academic year,National,E92000001,England,Final,English language,All students,1,10,38,75,94,99,18802
201718,Academic year,National,E92000001,England,Revised,English language,All students,1.6,11.1,39,75.3,94.8,99.1,16141
201819,Academic year,National,E92000001,England,Revised,English language,All students,1.8,11.6,42.9,79.2,96.1,99.3,13601
201920,Academic year,National,E92000001,England,Final,English language,All students,5.1,21.8,54.7,87.2,98.1,99.8,14586
202021,Academic year,National,E92000001,England,Final,English language,All students,7.7,27.5,60.3,87.9,97.1,99.6,14011
202122,Academic year,National,E92000001,England,Revised,English language,All students,6.4,22.9,58.1,85.8,96.7,99.1,14046
202223,Academic year,National,E92000001,England,Revised,English language,All students,2.5,12.7,44.9,79.5,95.7,99.1,12948
201516,Academic year,National,E92000001,England,Final,English language,Female,2,12,43,82,98,100,14635
201617,Academic year,National,E92000001,England,Final,English language,Female,2,11,40,77,95,99,13015
201718,Academic year,National,E92000001,England,Revised,English language,Female,1.8,12,41.2,77.3,95.7,99.2,11086
201819,Academic year,National,E92000001,England,Revised,English language,Female,1.9,12.4,44.9,80.9,96.7,99.4,9781
201920,Academic year,National,E92000001,England,Final,English language,Female,5.5,23.8,57.6,88.9,98.5,99.8,10505
202021,Academic year,National,E92000001,England,Final,English language,Female,8.3,29.7,63.7,89.7,97.8,99.6,10160
202122,Academic year,National,E92000001,England,Revised,English language,Female,6.9,24.6,60.6,87.5,97.2,99.3,10176
202223,Academic year,National,E92000001,England,Revised,English language,Female,2.9,14.4,47.8,81.9,96.4,99.3,9148
201516,Academic year,National,E92000001,England,Final,English language,Male,1,8,34,74,95,100,6541
201617,Academic year,National,E92000001,England,Final,English language,Male,1,8,31,69,92,99,5787
201718,Academic year,National,E92000001,England,Revised,English language,Male,1.1,9.1,34.3,70.7,93,98.9,5055
201819,Academic year,National,E92000001,England,Revised,English language,Male,1.7,9.5,37.9,75.1,94.7,99,3820
201920,Academic year,National,E92000001,England,Final,English language,Male,4,16.7,47.4,82.9,97.2,99.8,4081
202021,Academic year,National,E92000001,England,Final,English language,Male,6,21.6,51.3,83.1,95.4,99.5,3851
202122,Academic year,National,E92000001,England,Revised,English language,Male,5,18.3,51.3,81.4,95.3,98.7,3870
202223,Academic year,National,E92000001,England,Revised,English language,Male,1.6,8.8,38.1,73.7,93.9,98.5,3800
201516,Academic year,National,E92000001,England,Final,English language & literature,All students,3,13,40,77,96,100,11260
201617,Academic year,National,E92000001,England,Final,English language & literature,All students,3,12,40,75,95,99,10203
201718,Academic year,National,E92000001,England,Revised,English language & literature,All students,3,12.7,39.3,73,93.8,99,8760
201819,Academic year,National,E92000001,England,Revised,English language & literature,All students,3.2,12.8,41.8,76.1,95.1,99.1,7385
201920,Academic year,National,E92000001,England,Final,English language & literature,All students,6.8,23.8,56.7,87.1,97.8,99.7,7088
202021,Academic year,National,E92000001,England,Final,English language & literature,All students,11.2,31.1,62.9,88.6,97.7,99.5,7070
202122,Academic year,National,E92000001,England,Revised,English language & literature,All students,9.3,25.7,60.3,86.4,96.3,99,6678
202223,Academic year,National,E92000001,England,Revised,English language & literature,All students,4.3,15.1,45.7,79,94.9,99,6623
201516,Academic year,National,E92000001,England,Final,English language & literature,Female,3,13,42,78,97,100,8131
201617,Academic year,National,E92000001,England,Final,English language & literature,Female,3,12,41,76,95,99,7351
201718,Academic year,National,E92000001,England,Revised,English language & literature,Female,2.9,13.4,41.2,75,94.7,99.2,6315
201819,Academic year,National,E92000001,England,Revised,English language & literature,Female,3.2,13.6,43.5,77.7,95.7,99.2,5453
201920,Academic year,National,E92000001,England,Final,English language & literature,Female,7,25,58.8,88.6,98.2,99.7,5352
202021,Academic year,National,E92000001,England,Final,English language & literature,Female,11.8,32.6,65,90.1,98.1,99.6,5273
202122,Academic year,National,E92000001,England,Revised,English language & literature,Female,10.1,27,62.4,87.9,96.9,99.2,4949
202223,Academic year,National,E92000001,England,Revised,English language & literature,Female,4.5,16.2,47.5,80.9,95.7,99.2,4865
201516,Academic year,National,E92000001,England,Final,English language & literature,Male,3,11,36,73,95,99,3129
201617,Academic year,National,E92000001,England,Final,English language & literature,Male,3,12,38,71,93,99,2852
201718,Academic year,National,E92000001,England,Revised,English language & literature,Male,3.1,10.9,34.3,67.9,91.3,98.5,2445
201819,Academic year,National,E92000001,England,Revised,English language & literature,Male,3.2,10.7,37.2,71.5,93.4,98.8,1932
201920,Academic year,National,E92000001,England,Final,English language & literature,Male,6,20.1,50.2,82.5,96.5,99.5,1736
202021,Academic year,National,E92000001,England,Final,English language & literature,Male,9.5,26.7,56.8,84.4,96.4,99.3,1797
202122,Academic year,National,E92000001,England,Revised,English language & literature,Male,7.1,22,54.6,82.2,94.6,98.6,1729
202223,Academic year,National,E92000001,England,Revised,English language & literature,Male,3.8,12.3,40.7,73.8,92.9,98.4,1758
201516,Academic year,National,E92000001,England,Final,English literature,All students,9,26,55,84,97,100,43739
201617,Academic year,National,E92000001,England,Final,English literature,All students,9,26,54,81,96,99,42033
201718,Academic year,National,E92000001,England,Revised,English literature,All students,9.1,24.7,53.2,79.9,95,99.2,40267
201819,Academic year,National,E92000001,England,Revised,English literature,All students,9.1,25.3,53.8,80.4,95.3,99.3,36922
201920,Academic year,National,E92000001,England,Final,English literature,All students,15.2,38,68,91,98.6,99.8,37757
202021,Academic year,National,E92000001,England,Final,English literature,All students,20,44.1,72.2,91.8,98.2,99.7,35687
202122,Academic year,National,E92000001,England,Revised,English literature,All students,17.1,37.6,67.7,88.3,97,99.2,32360
202223,Academic year,National,E92000001,England,Revised,English literature,All students,10.5,26.4,58.1,83.1,95.5,99.1,33448
201516,Academic year,National,E92000001,England,Final,English literature,Female,8,26,56,84,98,100,32810
201617,Academic year,National,E92000001,England,Final,English literature,Female,9,25,54,81,96,99,31754
201718,Academic year,National,E92000001,England,Revised,English literature,Female,8.8,24.6,53.5,80.3,95.3,99.3,30830
201819,Academic year,National,E92000001,England,Revised,English literature,Female,8.9,25.4,54.3,80.9,95.7,99.4,28654
201920,Academic year,National,E92000001,England,Final,English literature,Female,15.4,38.8,68.9,91.6,98.8,99.8,29217
202021,Academic year,National,E92000001,England,Final,English literature,Female,20.2,45.1,73.6,92.6,98.4,99.7,27629
202122,Academic year,National,E92000001,England,Revised,English literature,Female,17.1,38.1,68.6,88.9,97.3,99.3,24957
202223,Academic year,National,E92000001,England,Revised,English literature,Female,10.4,26.5,58.8,83.8,95.9,99.2,26062
201516,Academic year,National,E92000001,England,Final,English literature,Male,10,26,53,82,97,100,10929
201617,Academic year,National,E92000001,England,Final,English literature,Male,10,26,54,80,94,99,10279
201718,Academic year,National,E92000001,England,Revised,English literature,Male,10.1,24.9,52.4,78.3,94.1,98.8,9437
201819,Academic year,National,E92000001,England,Revised,English literature,Male,9.8,24.7,52,78.7,94.1,98.8,8268
201920,Academic year,National,E92000001,England,Final,English literature,Male,14.7,35.3,64.8,89.1,98.1,99.8,8540
202021,Academic year,National,E92000001,England,Final,English literature,Male,19.3,40.8,67.6,88.9,97.6,99.7,8057
202122,Academic year,National,E92000001,England,Revised,English literature,Male,16.8,36.2,64.6,86.4,96,98.9,7403
202223,Academic year,National,E92000001,England,Revised,English literature,Male,10.6,26,55.7,80.7,94.2,98.8,7386
199596,Academic year,National,E92000001,England,Final,French,All students,z,21,38,58,75,88,22718
199697,Academic year,National,E92000001,England,Final,French,All students,z,20,40,60,77,89,21364
199798,Academic year,National,E92000001,England,Final,French,All students,z,22,43,62,80,92,19629
199899,Academic year,National,E92000001,England,Final,French,All students,z,23,44,64,80,92,17774
199900,Academic year,National,E92000001,England,Final,French,All students,z,24,45,65,82,92,15240
200001,Academic year,National,E92000001,England,Final,French,All students,z,25,45,65,81,92,15393
200102,Academic year,National,E92000001,England,Final,French,All students,z,29,54,75,89,97,13599
200203,Academic year,National,E92000001,England,Final,French,All students,z,31,58,78,91,98,12904
200304,Academic year,National,E92000001,England,Final,French,All students,z,33,60,79,92,98,12480
200405,Academic year,National,E92000001,England,Final,French,All students,z,33,60,81,93,99,11963
200506,Academic year,National,E92000001,England,Final,French,All students,z,35,62,82,93,99,12190
200607,Academic year,National,E92000001,England,Final,French,All students,z,37,65,83,94,99,12152
200708,Academic year,National,E92000001,England,Final,French,All students,z,38,66,84,95,99,12605
200809,Academic year,National,E92000001,England,Final,French,All students,z,39,67,85,95,99,12231
200910,Academic year,National,E92000001,England,Final,French,All students,7,40,68,87,96,99,12324
201011,Academic year,National,E92000001,England,Final,French,All students,8,41,71,88,97,99,11490
201112,Academic year,National,E92000001,England,Final,French,All students,7,41,70,88,97,100,10871
201213,Academic year,National,E92000001,England,Final,French,All students,7,40,70,88,97,99,9878
201314,Academic year,National,E92000001,England,Final,French,All students,7,39,68,87,97,100,9078
201415,Academic year,National,E92000001,England,Final,French,All students,9,39,68,86,96,100,8991
201516,Academic year,National,E92000001,England,Final,French,All students,9,39,67,85,95,100,8459
201617,Academic year,National,E92000001,England,Final,French,All students,11,40,67,85,96,99,8306
201718,Academic year,National,E92000001,England,Revised,French,All students,10.3,39.7,66.4,85.3,95.2,98.9,7741
201819,Academic year,National,E92000001,England,Revised,French,All students,10,37,67.1,85.3,94.8,98.7,7504
201920,Academic year,National,E92000001,England,Final,French,All students,20.3,53.9,79.1,93.8,98.8,99.8,7471
202021,Academic year,National,E92000001,England,Final,French,All students,26.5,59.8,82.8,94.8,98.6,99.7,7511
202122,Academic year,National,E92000001,England,Revised,French,All students,20.5,50.9,74.5,89,96.7,99.2,7293
202223,Academic year,National,E92000001,England,Revised,French,All students,11.1,38.4,66.6,84.3,94.7,98.5,6368
199596,Academic year,National,E92000001,England,Final,French,Female,z,20,37,57,74,87,15859
199697,Academic year,National,E92000001,England,Final,French,Female,z,20,40,60,77,89,14951
199798,Academic year,National,E92000001,England,Final,French,Female,z,21,41,61,78,91,13730
199899,Academic year,National,E92000001,England,Final,French,Female,z,22,43,63,80,92,12506
199900,Academic year,National,E92000001,England,Final,French,Female,z,23,44,64,81,92,10784
200001,Academic year,National,E92000001,England,Final,French,Female,z,24,44,63,80,91,10698
200102,Academic year,National,E92000001,England,Final,French,Female,z,29,53,75,89,97,9303
200203,Academic year,National,E92000001,England,Final,French,Female,z,30,57,77,91,98,8709
200304,Academic year,National,E92000001,England,Final,French,Female,z,33,59,79,92,99,8405
200405,Academic year,National,E92000001,England,Final,French,Female,z,32,60,80,93,99,8108
200506,Academic year,National,E92000001,England,Final,French,Female,z,34,61,81,93,99,8293
200607,Academic year,National,E92000001,England,Final,French,Female,z,36,64,82,94,99,8306
200708,Academic year,National,E92000001,England,Final,French,Female,z,37,65,84,95,99,8634
200809,Academic year,National,E92000001,England,Final,French,Female,z,38,66,84,95,99,8271
200910,Academic year,National,E92000001,England,Final,French,Female,8,39,68,86,96,99,8436
201011,Academic year,National,E92000001,England,Final,French,Female,8,40,70,88,96,99,7937
201112,Academic year,National,E92000001,England,Final,French,Female,7,41,70,88,96,100,7467
201213,Academic year,National,E92000001,England,Final,French,Female,6,39,69,87,97,100,6772
201314,Academic year,National,E92000001,England,Final,French,Female,7,39,68,87,97,100,6167
201415,Academic year,National,E92000001,England,Final,French,Female,8,38,68,86,96,100,6226
201516,Academic year,National,E92000001,England,Final,French,Female,9,38,66,85,95,100,5729
201617,Academic year,National,E92000001,England,Final,French,Female,10,40,66,85,96,99,5753
201718,Academic year,National,E92000001,England,Revised,French,Female,9.7,39.2,65.4,84.5,95.2,98.9,5406
201819,Academic year,National,E92000001,England,Revised,French,Female,10.1,36.8,66.7,85.5,94.8,98.7,5251
201920,Academic year,National,E92000001,England,Final,French,Female,19.9,54,79.4,94.1,98.8,99.8,5348
202021,Academic year,National,E92000001,England,Final,French,Female,25.9,60.2,83.5,95.1,98.7,99.7,5372
202122,Academic year,National,E92000001,England,Revised,French,Female,19.4,50,73.7,88.7,96.7,99.2,5152
202223,Academic year,National,E92000001,England,Revised,French,Female,10.9,37.9,65.9,84.3,94.8,98.7,4418
199596,Academic year,National,E92000001,England,Final,French,Male,z,22,40,60,77,90,6859
199697,Academic year,National,E92000001,England,Final,French,Male,z,22,42,61,78,90,6413
199798,Academic year,National,E92000001,England,Final,French,Male,z,25,46,66,83,93,5899
199899,Academic year,National,E92000001,England,Final,French,Male,z,26,46,66,82,92,5268
199900,Academic year,National,E92000001,England,Final,French,Male,z,26,48,68,83,93,4456
200001,Academic year,National,E92000001,England,Final,French,Male,z,27,49,68,84,93,4695
200102,Academic year,National,E92000001,England,Final,French,Male,z,31,56,76,90,97,4296
200203,Academic year,National,E92000001,England,Final,French,Male,z,34,60,79,91,98,4195
200304,Academic year,National,E92000001,England,Final,French,Male,z,34,61,80,92,98,4075
200405,Academic year,National,E92000001,England,Final,French,Male,z,35,62,81,93,99,3855
200506,Academic year,National,E92000001,England,Final,French,Male,z,37,64,82,94,99,3897
200607,Academic year,National,E92000001,England,Final,French,Male,z,39,67,84,95,99,3846
200708,Academic year,National,E92000001,England,Final,French,Male,z,40,67,85,95,99,3971
200809,Academic year,National,E92000001,England,Final,French,Male,z,41,69,86,96,100,3960
200910,Academic year,National,E92000001,England,Final,French,Male,7,40,69,87,96,99,3888
201011,Academic year,National,E92000001,England,Final,French,Male,9,44,71,89,97,99,3553
201112,Academic year,National,E92000001,England,Final,French,Male,7,42,71,89,97,100,3404
201213,Academic year,National,E92000001,England,Final,French,Male,7,43,72,88,97,99,3106
201314,Academic year,National,E92000001,England,Final,French,Male,7,40,69,87,97,100,2911
201415,Academic year,National,E92000001,England,Final,French,Male,10,40,68,86,96,100,2765
201516,Academic year,National,E92000001,England,Final,French,Male,10,42,68,86,96,100,2730
201617,Academic year,National,E92000001,England,Final,French,Male,12,42,68,87,96,100,2553
201718,Academic year,National,E92000001,England,Revised,French,Male,11.7,40.9,69,87,95.4,98.8,2335
201819,Academic year,National,E92000001,England,Revised,French,Male,9.8,37.5,68.3,85.1,94.7,98.8,2253
201920,Academic year,National,E92000001,England,Final,French,Male,21.4,53.5,78.1,93,98.7,99.8,2123
202021,Academic year,National,E92000001,England,Final,French,Male,28,59,80.8,94.1,98.4,99.7,2139
202122,Academic year,National,E92000001,England,Revised,French,Male,23,53.1,76.5,89.8,96.8,99.3,2140
202223,Academic year,National,E92000001,England,Revised,French,Male,11.6,39.4,68.2,84.3,94.4,98.3,1950
199596,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,46,67,81,90,95,4913
199697,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,47,68,82,91,96,4999
199798,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,49,69,82,91,96,5211
199899,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,49,69,82,90,95,5145
199900,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,50,69,82,91,96,5015
200001,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,51,70,82,91,96,5063
200102,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,63,79,89,94,98,4498
200203,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,61,77,87,94,98,4730
200304,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,59,76,87,94,98,5111
200405,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,59,77,88,94,98,5192
200506,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,58,77,89,95,99,6516
200607,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,57,77,89,95,99,7241
200708,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,58,79,90,96,99,8447
200809,Academic year,National,E92000001,England,Final,Further mathematics,All students,z,59,79,90,96,99,9443
200910,Academic year,National,E92000001,England,Final,Further mathematics,All students,29,59,80,91,96,99,10813
201011,Academic year,National,E92000001,England,Final,Further mathematics,All students,28,59,80,90,96,99,11408
201112,Academic year,National,E92000001,England,Final,Further mathematics,All students,28,58,79,90,96,99,12379
201213,Academic year,National,E92000001,England,Final,Further mathematics,All students,28,58,80,91,97,99,12881
201314,Academic year,National,E92000001,England,Final,Further mathematics,All students,26,58,77,89,96,99,13031
201415,Academic year,National,E92000001,England,Final,Further mathematics,All students,29,58,78,89,96,99,13695
201516,Academic year,National,E92000001,England,Final,Further mathematics,All students,29,58,78,89,96,99,14047
201617,Academic year,National,E92000001,England,Final,Further mathematics,All students,30,59,79,89,96,99,14668
201718,Academic year,National,E92000001,England,Revised,Further mathematics,All students,29,59.1,78.2,89.2,95.6,98.9,14810
201819,Academic year,National,E92000001,England,Revised,Further mathematics,All students,24.9,54,74,86.9,94.6,98.1,13438
201920,Academic year,National,E92000001,England,Final,Further mathematics,All students,41.4,71.8,88.1,96,98.8,99.8,13934
202021,Academic year,National,E92000001,England,Final,Further mathematics,All students,49,75.2,88.4,95.3,98.2,99.5,14565
202122,Academic year,National,E92000001,England,Revised,Further mathematics,All students,40.5,67.8,83.1,92.2,97.1,99,14102
202223,Academic year,National,E92000001,England,Revised,Further mathematics,All students,29.1,59,77.6,89.1,95.1,98.3,14023
199596,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,47,68,83,91,96,1231
199697,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,46,67,83,92,97,1243
199798,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,48,68,82,93,97,1322
199899,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,51,70,83,91,97,1380
199900,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,52,70,83,92,96,1495
200001,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,53,72,84,92,97,1326
200102,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,66,82,91,96,98,1247
200203,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,63,81,90,96,99,1308
200304,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,61,78,88,94,98,1412
200405,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,61,79,90,95,99,1462
200506,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,58,78,90,96,99,1921
200607,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,57,78,89,95,98,2142
200708,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,59,80,91,96,99,2576
200809,Academic year,National,E92000001,England,Final,Further mathematics,Female,z,59,80,92,97,99,2950
200910,Academic year,National,E92000001,England,Final,Further mathematics,Female,28,60,80,92,97,99,3444
201011,Academic year,National,E92000001,England,Final,Further mathematics,Female,27,58,80,90,96,99,3589
201112,Academic year,National,E92000001,England,Final,Further mathematics,Female,29,60,81,91,96,98,3747
201213,Academic year,National,E92000001,England,Final,Further mathematics,Female,28,59,80,92,97,99,3691
201314,Academic year,National,E92000001,England,Final,Further mathematics,Female,25,58,78,90,96,99,3719
201415,Academic year,National,E92000001,England,Final,Further mathematics,Female,28,59,79,90,96,99,3818
201516,Academic year,National,E92000001,England,Final,Further mathematics,Female,28,59,79,90,96,99,3863
201617,Academic year,National,E92000001,England,Final,Further mathematics,Female,30,60,79,89,96,99,4052
201718,Academic year,National,E92000001,England,Revised,Further mathematics,Female,28.3,58.9,78,89.4,95.9,98.8,4233
201819,Academic year,National,E92000001,England,Revised,Further mathematics,Female,22,51.3,73.2,86.7,94.1,97.9,3824
201920,Academic year,National,E92000001,England,Final,Further mathematics,Female,41.5,72.9,89.8,96.8,99,99.8,4048
202021,Academic year,National,E92000001,England,Final,Further mathematics,Female,50,76.9,89.3,96,98.5,99.5,4201
202122,Academic year,National,E92000001,England,Revised,Further mathematics,Female,37.7,65.3,82.3,92.6,97.3,99.1,3977
202223,Academic year,National,E92000001,England,Revised,Further mathematics,Female,25.3,55.6,75.4,87.6,94.3,98,3951
199596,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,46,67,80,89,95,3682
199697,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,48,68,82,90,96,3756
199798,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,49,70,82,91,96,3889
199899,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,48,68,82,90,95,3765
199900,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,50,69,82,91,96,3520
200001,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,51,69,81,90,95,3737
200102,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,62,78,88,94,97,3251
200203,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,60,76,86,93,98,3422
200304,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,59,76,87,94,98,3699
200405,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,58,76,86,94,98,3730
