time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
201415,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,44,73,92,99,9779
201516,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,45,74,92,99,10154
201617,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,44,74,92,98,10770
201718,Academic year,National,E92000001,England,Revised,Business studies,Female,4,16.5,45.2,74.3,91.5,97.8,11821
201819,Academic year,National,E92000001,England,Revised,Business studies,Female,3.9,16.5,45.4,74.2,91.3,97.9,11710
201920,Academic year,National,E92000001,England,Final,Business studies,Female,8.2,28.4,60.4,87.3,97.1,99.7,13068
202021,Academic year,National,E92000001,England,Final,Business studies,Female,12.5,35.8,66.3,88.5,96.6,99.5,14111
202122,Academic year,National,E92000001,England,Revised,Business studies,Female,8.8,26.9,60.1,83,94.2,98.3,15483
202223,Academic year,National,E92000001,England,Revised,Business studies,Female,4.8,17.9,48,75.3,91.1,97.4,16110
199596,Academic year,National,E92000001,England,Final,Business studies,Male,z,8,23,45,67,83,13276
199697,Academic year,National,E92000001,England,Final,Business studies,Male,z,7,26,50,71,86,14852
199798,Academic year,National,E92000001,England,Final,Business studies,Male,z,8,27,52,73,87,16062
199899,Academic year,National,E92000001,England,Final,Business studies,Male,z,8,28,54,75,88,16714
199900,Academic year,National,E92000001,England,Final,Business studies,Male,z,9,28,54,76,89,16899
200001,Academic year,National,E92000001,England,Final,Business studies,Male,z,10,32,58,79,91,17040
200102,Academic year,National,E92000001,England,Final,Business studies,Male,z,10,30,58,82,96,18679
200203,Academic year,National,E92000001,England,Final,Business studies,Male,z,12,34,62,86,97,19279
200304,Academic year,National,E92000001,England,Final,Business studies,Male,z,14,37,65,87,97,18623
200405,Academic year,National,E92000001,England,Final,Business studies,Male,z,15,39,68,89,98,17912
200506,Academic year,National,E92000001,England,Final,Business studies,Male,z,16,41,69,89,98,17801
200607,Academic year,National,E92000001,England,Final,Business studies,Male,z,17,43,72,90,98,17454
200708,Academic year,National,E92000001,England,Final,Business studies,Male,z,17,44,73,92,99,17592
200809,Academic year,National,E92000001,England,Final,Business studies,Male,z,18,46,74,92,99,18208
200910,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,18434
201011,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,17173
201112,Academic year,National,E92000001,England,Final,Business studies,Male,3,15,43,73,92,99,16222
201213,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,42,73,92,99,15956
201314,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,98,15032
201415,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,99,14482
201516,Academic year,National,E92000001,England,Final,Business studies,Male,3,13,41,72,91,99,14980
201617,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,43,75,92,98,16280
201718,Academic year,National,E92000001,England,Revised,Business studies,Male,3,14.3,44.7,74.9,91.8,97.9,17798
201819,Academic year,National,E92000001,England,Revised,Business studies,Male,2.8,13.7,43.2,74.1,91.4,97.6,18488
201920,Academic year,National,E92000001,England,Final,Business studies,Male,5.7,23.3,55.1,85.1,96.9,99.6,19450
202021,Academic year,National,E92000001,England,Final,Business studies,Male,8.4,28.8,59.4,85.3,95.8,99.4,20507
202122,Academic year,National,E92000001,England,Revised,Business studies,Male,6.7,23.7,59.4,83.5,94.6,98.4,23001
202223,Academic year,National,E92000001,England,Revised,Business studies,Male,3.5,14.4,45.2,74.5,91.4,97.5,24480
199596,Academic year,National,E92000001,England,Final,Chemistry,All students,z,20,41,60,75,87,34677
199697,Academic year,National,E92000001,England,Final,Chemistry,All students,z,21,43,61,76,88,36429
199798,Academic year,National,E92000001,England,Final,Chemistry,All students,z,24,45,63,78,89,37103
199899,Academic year,National,E92000001,England,Final,Chemistry,All students,z,25,46,65,80,91,35831
199900,Academic year,National,E92000001,England,Final,Chemistry,All students,z,26,48,66,81,91,35290
200001,Academic year,National,E92000001,England,Final,Chemistry,All students,z,26,48,67,81,92,33871
200102,Academic year,National,E92000001,England,Final,Chemistry,All students,z,28,51,71,85,95,32324
200203,Academic year,National,E92000001,England,Final,Chemistry,All students,z,29,53,72,87,96,31065
200304,Academic year,National,E92000001,England,Final,Chemistry,All students,z,30,55,74,88,97,32130
200405,Academic year,National,E92000001,England,Final,Chemistry,All students,z,30,55,74,88,97,33164
200506,Academic year,National,E92000001,England,Final,Chemistry,All students,z,32,56,75,88,97,34534
200607,Academic year,National,E92000001,England,Final,Chemistry,All students,z,33,57,76,89,97,35077
200708,Academic year,National,E92000001,England,Final,Chemistry,All students,z,34,59,77,90,97,36328
200809,Academic year,National,E92000001,England,Final,Chemistry,All students,z,35,59,77,89,98,37141
200910,Academic year,National,E92000001,England,Final,Chemistry,All students,9,34,59,78,90,98,40379
201011,Academic year,National,E92000001,England,Final,Chemistry,All students,10,34,60,79,91,98,43249
201112,Academic year,National,E92000001,England,Final,Chemistry,All students,9,35,61,80,92,99,44729
201213,Academic year,National,E92000001,England,Final,Chemistry,All students,8,34,61,80,92,99,47319
201314,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,60,79,91,99,47144
201415,Academic year,National,E92000001,England,Final,Chemistry,All students,10,33,60,79,92,99,46625
201516,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,59,78,91,98,45434
201617,Academic year,National,E92000001,England,Final,Chemistry,All students,9,32,56,76,90,97,46745
201718,Academic year,National,E92000001,England,Revised,Chemistry,All students,8.5,31,54.1,74.1,88.7,96.6,49017
201819,Academic year,National,E92000001,England,Revised,Chemistry,All students,7.5,29,51.9,71.8,86.9,96,53765
201920,Academic year,National,E92000001,England,Final,Chemistry,All students,14.6,43,67.5,86.3,95.8,99.4,51074
202021,Academic year,National,E92000001,England,Final,Chemistry,All students,19,47.9,70,86,94.8,99.3,53659
202122,Academic year,National,E92000001,England,Revised,Chemistry,All students,14,38.6,58.9,75.8,89,97.3,53147
202223,Academic year,National,E92000001,England,Revised,Chemistry,All students,9.3,31.7,53.4,71.3,85.8,95.7,55512
199596,Academic year,National,E92000001,England,Final,Chemistry,Female,z,21,42,61,76,87,15127
199697,Academic year,National,E92000001,England,Final,Chemistry,Female,z,22,43,62,77,89,16148
199798,Academic year,National,E92000001,England,Final,Chemistry,Female,z,24,46,64,79,90,16971
199899,Academic year,National,E92000001,England,Final,Chemistry,Female,z,25,48,67,82,92,16873
199900,Academic year,National,E92000001,England,Final,Chemistry,Female,z,27,50,69,83,92,17037
200001,Academic year,National,E92000001,England,Final,Chemistry,Female,z,27,50,69,83,92,16747
200102,Academic year,National,E92000001,England,Final,Chemistry,Female,z,30,54,73,87,96,16392
200203,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,56,75,88,97,15941
200304,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,57,76,89,97,16289
200405,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,57,76,89,97,16380
200506,Academic year,National,E92000001,England,Final,Chemistry,Female,z,33,58,77,90,98,16814
200607,Academic year,National,E92000001,England,Final,Chemistry,Female,z,33,59,77,90,98,17406
200708,Academic year,National,E92000001,England,Final,Chemistry,Female,z,34,60,79,91,98,17703
200809,Academic year,National,E92000001,England,Final,Chemistry,Female,z,35,61,79,91,98,17981
200910,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,79,91,98,19255
201011,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,80,92,99,20431
201112,Academic year,National,E92000001,England,Final,Chemistry,Female,8,35,63,82,93,99,21095
201213,Academic year,National,E92000001,England,Final,Chemistry,Female,8,33,62,81,93,99,22766
201314,Academic year,National,E92000001,England,Final,Chemistry,Female,9,33,60,80,92,99,22823
201415,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,79,92,99,22940
201516,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,78,91,99,22709
201617,Academic year,National,E92000001,England,Final,Chemistry,Female,7,30,55,75,90,97,23736
201718,Academic year,National,E92000001,England,Revised,Chemistry,Female,7.4,29,52.6,73.3,88.5,96.6,25887
201819,Academic year,National,E92000001,England,Revised,Chemistry,Female,6.6,27.6,51.4,71.8,87.2,96.4,28880
201920,Academic year,National,E92000001,England,Final,Chemistry,Female,13.2,42.4,67.9,87,96.2,99.4,27672
202021,Academic year,National,E92000001,England,Final,Chemistry,Female,18.2,48.1,71.4,87.4,95.6,99.4,29120
202122,Academic year,National,E92000001,England,Revised,Chemistry,Female,12.7,36.9,57.7,75.3,89,97.4,29444
202223,Academic year,National,E92000001,England,Revised,Chemistry,Female,7.7,29.2,51.2,69.9,85.1,95.5,30891
199596,Academic year,National,E92000001,England,Final,Chemistry,Male,z,20,41,59,73,86,19550
199697,Academic year,National,E92000001,England,Final,Chemistry,Male,z,21,42,60,75,87,20281
199798,Academic year,National,E92000001,England,Final,Chemistry,Male,z,24,44,62,77,88,20132
199899,Academic year,National,E92000001,England,Final,Chemistry,Male,z,24,45,64,79,90,18958
199900,Academic year,National,E92000001,England,Final,Chemistry,Male,z,24,45,64,79,90,18253
200001,Academic year,National,E92000001,England,Final,Chemistry,Male,z,26,46,65,80,91,17124
200102,Academic year,National,E92000001,England,Final,Chemistry,Male,z,27,49,68,83,94,15932
200203,Academic year,National,E92000001,England,Final,Chemistry,Male,z,27,50,70,85,95,15124
200304,Academic year,National,E92000001,England,Final,Chemistry,Male,z,30,53,72,86,96,15841
200405,Academic year,National,E92000001,England,Final,Chemistry,Male,z,29,53,72,87,96,16784
200506,Academic year,National,E92000001,England,Final,Chemistry,Male,z,31,54,73,87,96,17720
200607,Academic year,National,E92000001,England,Final,Chemistry,Male,z,32,56,74,88,96,17671
200708,Academic year,National,E92000001,England,Final,Chemistry,Male,z,34,57,76,88,97,18625
200809,Academic year,National,E92000001,England,Final,Chemistry,Male,z,34,58,75,88,97,19160
200910,Academic year,National,E92000001,England,Final,Chemistry,Male,9,34,58,76,89,98,21124
201011,Academic year,National,E92000001,England,Final,Chemistry,Male,10,35,60,78,91,98,22818
201112,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,60,78,91,98,23634
201213,Academic year,National,E92000001,England,Final,Chemistry,Male,9,35,61,79,91,98,24553
201314,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,59,78,91,98,24321
201415,Academic year,National,E92000001,England,Final,Chemistry,Male,11,34,60,79,92,99,23685
201516,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,60,78,91,98,22725
201617,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,57,76,90,97,23009
201718,Academic year,National,E92000001,England,Revised,Chemistry,Male,9.7,33.3,55.9,74.9,89,96.6,23129
201819,Academic year,National,E92000001,England,Revised,Chemistry,Male,8.6,30.5,52.6,71.9,86.5,95.6,24885
201920,Academic year,National,E92000001,England,Final,Chemistry,Male,16.3,43.7,67.1,85.4,95.3,99.3,23402
202021,Academic year,National,E92000001,England,Final,Chemistry,Male,19.8,47.6,68.4,84.2,93.8,99.2,24539
202122,Academic year,National,E92000001,England,Revised,Chemistry,Male,15.6,40.8,60.3,76.5,88.9,97.2,23701
202223,Academic year,National,E92000001,England,Revised,Chemistry,Male,11.2,34.8,56.1,73,86.6,96.1,24621
201516,Academic year,National,E92000001,England,Final,Chinese,All students,4,44,85,97,99,100,2445
201617,Academic year,National,E92000001,England,Final,Chinese,All students,4,44,86,97,99,99,2517
201718,Academic year,National,E92000001,England,Revised,Chinese,All students,5.2,44,84.7,96.4,98.2,99.3,2816
201819,Academic year,National,E92000001,England,Revised,Chinese,All students,4,38,83.7,95.8,97.8,98.5,1915
201920,Academic year,National,E92000001,England,Final,Chinese,All students,27.6,79.8,96.7,99.2,99.6,99.6,1425
202021,Academic year,National,E92000001,England,Final,Chinese,All students,55.9,89.8,96.6,98.3,98.5,98.5,1122
202122,Academic year,National,E92000001,England,Revised,Chinese,All students,36.5,70.7,93.8,97.9,98.9,99.4,1120
202223,Academic year,National,E92000001,England,Revised,Chinese,All students,4.1,45.9,87.5,96.3,98.1,98.6,1231
201516,Academic year,National,E92000001,England,Final,Chinese,Female,5,52,89,97,99,100,1346
201617,Academic year,National,E92000001,England,Final,Chinese,Female,6,55,92,98,99,100,1380
201718,Academic year,National,E92000001,England,Revised,Chinese,Female,7.3,53.5,89.6,98.1,98.8,99.6,1543
201819,Academic year,National,E92000001,England,Revised,Chinese,Female,5.8,46,88.1,96.7,98.2,98.7,1038
201920,Academic year,National,E92000001,England,Final,Chinese,Female,34.9,84.3,98,99,99.3,99.3,765
202021,Academic year,National,E92000001,England,Final,Chinese,Female,64.1,92.9,97.8,98.6,98.6,98.6,624
202122,Academic year,National,E92000001,England,Revised,Chinese,Female,45.1,79.5,95.3,98.1,99.2,99.3,594
202223,Academic year,National,E92000001,England,Revised,Chinese,Female,5.2,54.6,90.7,96,97.7,98.3,658
201516,Academic year,National,E92000001,England,Final,Chinese,Male,3,36,80,95,98,100,1099
201617,Academic year,National,E92000001,England,Final,Chinese,Male,2,32,80,96,98,99,1137
201718,Academic year,National,E92000001,England,Revised,Chinese,Male,2.7,32.5,78.8,94.3,97.3,98.8,1273
